make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
Honda,Pilot,"4dr SUV",2017,280,30595,9.15
Kia,Sorento,"4dr SUV",2015,290,31700,9.15
Nissan,Titan,"Extended Cab Pickup",2014,317,34640,9.15
Chevrolet,"TrailBlazer EXT","4dr SUV",2004,275,30070,9.15
Mazda,Truck,"Extended Cab Pickup",2002,207,22630,9.15
Suzuki,XL7,"4dr SUV",2007,252,27549,9.15
Infiniti,G35,Sedan,2007,306,33450,9.15
Infiniti,"G37 Coupe",Coupe,2010,330,36050,9.15
Dodge,Nitro,"4dr SUV",2010,260,28410,9.15
Ford,"Five Hundred",Sedan,2005,203,22165,9.16
Infiniti,"G Sedan",Sedan,2011,328,35800,9.16
Dodge,Journey,"4dr SUV",2016,283,30895,9.16
Mazda,"Mazdaspeed 6",Sedan,2006,274,29925,9.16
Mazda,"Mazdaspeed 6",Sedan,2007,274,29925,9.16
Chevrolet,"Silverado 1500","Extended Cab Pickup",2016,285,31120,9.16
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,38740,9.16
Chevrolet,Blazer,"2dr SUV",2003,190,20745,9.16
Toyota,ECHO,Sedan,2005,108,11785,9.16
Suzuki,XL7,"4dr SUV",2008,252,27499,9.16
Suzuki,XL7,"4dr SUV",2008,252,27499,9.16
Hyundai,Veracruz,"4dr SUV",2011,260,28345,9.17
Hyundai,Veracruz,"4dr SUV",2012,260,28345,9.17
Suzuki,Vitara,"4dr SUV",2004,165,17999,9.17
GMC,"Savana Cargo","Cargo Van",2014,285,31075,9.17
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,32170,9.17
Ford,Taurus,Sedan,2016,288,31390,9.17
Hyundai,Entourage,"Passenger Minivan",2007,242,26395,9.17
Suzuki,Esteem,Sedan,2002,122,13299,9.17
Infiniti,G37,Sedan,2009,328,35750,9.17
Pontiac,"Grand Prix",Sedan,2007,200,21815,9.17
Chrysler,Concorde,Sedan,2002,234,25520,9.17
Nissan,350Z,Coupe,2008,306,33340,9.18
Chrysler,Aspen,"4dr SUV",2008,302,32905,9.18
Chevrolet,Colorado,"Extended Cab Pickup",2015,200,21775,9.18
Suzuki,Reno,"4dr Hatchback",2008,127,13839,9.18
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,310,33785,9.18
Chevrolet,"Silverado 1500","Regular Cab Pickup",2016,285,31035,9.18
Ford,Fiesta,"4dr Hatchback",2016,197,21460,9.18
Kia,Forte,"4dr Hatchback",2015,201,21890,9.18
Pontiac,G6,Coupe,2009,221,24080,9.18
Dodge,Magnum,Wagon,2008,250,27225,9.18
Ford,F-150,"Regular Cab Pickup",2015,282,30675,9.19
Ford,Fiesta,"4dr Hatchback",2015,197,21435,9.19
Infiniti,G37,Coupe,2009,330,35900,9.19
Volkswagen,Golf,"2dr Hatchback",2016,170,18495,9.19
Volvo,C30,"2dr Hatchback",2011,227,24700,9.19
Chevrolet,Colorado,"Crew Cab Pickup",2016,305,33195,9.19
Suzuki,XL7,"4dr SUV",2009,252,27429,9.19
Ford,Taurus,Sedan,2015,288,31335,9.19
Dodge,Stratus,Sedan,2005,200,21735,9.2
Nissan,Titan,"Crew Cab Pickup",2014,317,34440,9.2
Chrysler,"Town and Country","Passenger Minivan",2014,283,30765,9.2
Suzuki,Aerio,Wagon,2005,155,16849,9.2
Kia,Borrego,"4dr SUV",2009,276,29995,9.2
Chevrolet,Camaro,Convertible,2015,323,35105,9.2
Hyundai,"Elantra GT","4dr Hatchback",2015,173,18800,9.2
Hyundai,"Elantra GT","4dr Hatchback",2016,173,18800,9.2
Hyundai,"Elantra GT","4dr Hatchback",2017,173,18800,9.2
Ford,F-150,"Extended Cab Pickup",2015,325,35310,9.2
Ford,F-150,"Crew Cab Pickup",2015,385,41840,9.2
Nissan,Frontier,"Crew Cab Pickup",2016,261,28380,9.2
Nissan,Maxima,Sedan,2017,300,32610,9.2
Suzuki,XL-7,"4dr SUV",2004,185,20099,9.2
Suzuki,XL7,"4dr SUV",2009,252,27395,9.2
Chrysler,300,Sedan,2015,292,31695,9.21
Mazda,"B-Series Truck","Regular Cab Pickup",2007,143,15535,9.21
Mazda,"B-Series Truck","Regular Cab Pickup",2008,143,15535,9.21
Chevrolet,Cruze,Sedan,2016,153,16620,9.21
Ford,Ranger,"Extended Cab Pickup",2010,207,22485,9.21
Hyundai,Sonata,Sedan,2017,245,26600,9.21
Hyundai,Sonata,Sedan,2017,245,26600,9.21
Pontiac,Sunfire,Coupe,2005,140,15205,9.21
Toyota,Tacoma,"Crew Cab Pickup",2017,278,30190,9.21
Toyota,Tundra,"Extended Cab Pickup",2015,381,41385,9.21
Toyota,Tundra,"Extended Cab Pickup",2015,381,41385,9.21
Dodge,Intrepid,Sedan,2004,234,25415,9.21
Ford,F-150,"Extended Cab Pickup",2016,282,30600,9.22
Ford,F-150,"Extended Cab Pickup",2017,282,30600,9.22
Toyota,"FJ Cruiser","4dr SUV",2013,260,28210,9.22
Dodge,Neon,Sedan,2004,132,14315,9.22
Nissan,350Z,Coupe,2007,306,33200,9.22
Mazda,CX-7,"4dr SUV",2012,244,26455,9.22
Buick,Rainier,"4dr SUV",2007,291,31550,9.22
Toyota,Sienna,"Passenger Minivan",2016,266,28850,9.22
GMC,"Sierra 1500","Regular Cab Pickup",2015,285,30910,9.22
Infiniti,Q40,Sedan,2015,328,35550,9.23
Ford,Ranger,"Extended Cab Pickup",2011,207,22425,9.23
GMC,"Sierra 1500 Classic","Crew Cab Pickup",2007,295,31965,9.23
Chevrolet,Sonic,"4dr Hatchback",2016,138,14945,9.23
Toyota,Tacoma,"Crew Cab Pickup",2015,236,25560,9.23
Scion,tC,"2dr Hatchback",2016,179,19385,9.23
GMC,"Envoy XUV","4dr SUV",2005,275,29780,9.23
Suzuki,Equator,"Crew Cab Pickup",2011,261,28279,9.23
Nissan,Maxima,Sedan,2016,300,32510,9.23
Scion,xB,Wagon,2015,158,17120,9.23
Chevrolet,Camaro,Coupe,2016,275,29800,9.23
Dodge,Dakota,"Extended Cab Pickup",2010,210,22755,9.23
Toyota,ECHO,Sedan,2004,108,11685,9.24
Suzuki,Esteem,Sedan,2001,122,13199,9.24
Chrysler,Pacifica,Wagon,2007,255,27600,9.24
Pontiac,Solstice,Convertible,2008,260,28135,9.24
Hyundai,Veracruz,"4dr SUV",2010,260,28145,9.24
Subaru,WRX,Sedan,2017,268,28995,9.24
Suzuki,Kizashi,Sedan,2013,185,19999,9.25
Chevrolet,Colorado,"Extended Cab Pickup",2012,242,26160,9.25
Kia,Sportage,"4dr SUV",2015,260,28100,9.25
Hyundai,Tiburon,"2dr Hatchback",2006,172,18595,9.25
Mazda,Tribute,"4dr SUV",2009,240,25950,9.25
Kia,Spectra,Sedan,2007,138,14895,9.26
Kia,Spectra,Sedan,2008,138,14895,9.26
Toyota,Tacoma,"Extended Cab Pickup",2016,278,30025,9.26
Toyota,Tundra,"Crew Cab Pickup",2017,381,41145,9.26
Toyota,Tundra,"Crew Cab Pickup",2017,381,41145,9.26
GMC,"Envoy XL","4dr SUV",2005,275,29695,9.26
Infiniti,G35,Sedan,2008,306,33050,9.26
Infiniti,G37,Coupe,2008,330,35650,9.26
Chevrolet,Lumina,Sedan,2001,175,18890,9.26
Chrysler,Pacifica,Wagon,2007,255,27550,9.26
Hyundai,Accent,"4dr Hatchback",2014,138,14895,9.26
Chevrolet,Colorado,"Crew Cab Pickup",2016,305,32895,9.27
Toyota,Sienna,"Passenger Minivan",2015,266,28700,9.27
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,310,33425,9.27
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,295,31810,9.27
Mazda,Tribute,"4dr SUV",2009,240,25885,9.27
Subaru,WRX,Sedan,2016,268,28895,9.27
Kia,Forte,Coupe,2016,201,21690,9.27
Nissan,Maxima,Sedan,2014,290,31290,9.27
Ford,"Explorer Sport","2dr SUV",2003,203,21870,9.28
Oldsmobile,Intrigue,Sedan,2002,215,23160,9.28
Nissan,Juke,"4dr Hatchback",2015,188,20250,9.28
Nissan,Juke,"4dr Hatchback",2016,188,20250,9.28
Nissan,Juke,"4dr Hatchback",2017,188,20250,9.28
Ford,Ranger,"Extended Cab Pickup",2009,207,22305,9.28
GMC,"Sierra 1500","Extended Cab Pickup",2015,285,30695,9.28
Chevrolet,SSR,"Regular Cab Pickup",2005,395,42555,9.28
Chrysler,200,Sedan,2016,295,31785,9.28
Chrysler,200,Sedan,2017,295,31785,9.28
Dodge,Charger,Sedan,2017,370,39890,9.28
Hyundai,Elantra,Sedan,2017,201,21650,9.28
Hyundai,Accent,Sedan,2015,137,14745,9.29
Hyundai,Accent,Sedan,2016,137,14745,9.29
Mazda,CX-7,"4dr SUV",2011,244,26255,9.29
Honda,Pilot,"4dr SUV",2016,280,30145,9.29
Infiniti,QX50,"4dr SUV",2015,325,35000,9.29
Nissan,Titan,"Crew Cab Pickup",2015,317,34140,9.29
Ford,Focus,Sedan,2016,160,17225,9.29
Dodge,Nitro,"4dr SUV",2011,260,27995,9.29
Chrysler,Pacifica,Wagon,2008,253,27225,9.29
Nissan,Frontier,"Crew Cab Pickup",2015,261,28050,9.3
Subaru,"Impreza WRX","4dr Hatchback",2014,265,28495,9.3
Subaru,"Impreza WRX",Sedan,2014,265,28495,9.3
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,31735,9.3
GMC,"Sierra 1500 Classic","Regular Cab Pickup",2007,195,20960,9.3
Chevrolet,Sonic,"4dr Hatchback",2015,138,14845,9.3
Ford,"Taurus X",Wagon,2009,263,28270,9.3
Kia,Sephia,Sedan,2001,125,13420,9.31
GMC,"Sierra 1500","Regular Cab Pickup",2015,285,30610,9.31
GMC,"Sierra 1500","Crew Cab Pickup",2017,355,38115,9.31
GMC,Envoy,"4dr SUV",2009,285,30625,9.31
Infiniti,EX35,"4dr SUV",2008,297,31900,9.31
Ford,Explorer,"4dr SUV",2017,290,31160,9.31
Ford,F-150,"Extended Cab Pickup",2017,450,48325,9.31
Kia,Forte,Coupe,2015,173,18590,9.31
Kia,Forte,Coupe,2015,201,21590,9.31
Dodge,Caliber,Wagon,2010,158,16975,9.31
Dodge,Dakota,"Extended Cab Pickup",2009,210,22560,9.31
Hyundai,Veloster,"2dr Hatchback",2015,201,21600,9.31
Hyundai,Veloster,"2dr Hatchback",2016,201,21600,9.31
Scion,xB,Wagon,2013,158,16970,9.31
Scion,xB,Wagon,2014,158,16970,9.31
Suzuki,XL7,"4dr SUV",2007,252,27049,9.32
Ford,"Explorer Sport Trac","Crew Cab Pickup",2008,292,31320,9.32
Ford,"Explorer Sport Trac","Crew Cab Pickup",2008,292,31320,9.32
Ford,Focus,Sedan,2015,160,17170,9.32
Chevrolet,"Malibu Maxx","4dr Hatchback",2005,200,21465,9.32
GMC,"Savana Cargo","Cargo Van",2016,285,30595,9.32
Dodge,Stratus,Sedan,2004,200,21450,9.32
Scion,tC,"2dr Hatchback",2014,179,19210,9.32
Scion,tC,"2dr Hatchback",2015,179,19210,9.32
Toyota,Tundra,"Crew Cab Pickup",2016,310,33270,9.32
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,345,36980,9.33
Nissan,Titan,"Crew Cab Pickup",2014,317,33990,9.33
Toyota,Tundra,"Extended Cab Pickup",2015,310,33210,9.33
Nissan,Frontier,"Crew Cab Pickup",2016,261,27960,9.33
Chevrolet,"Monte Carlo",Coupe,2007,211,22625,9.33
Suzuki,XL7,"4dr SUV",2007,252,26999,9.33
Toyota,"Camry Solara",Coupe,2008,210,22510,9.33
Dodge,Dakota,"Crew Cab Pickup",2008,210,22505,9.33
Toyota,ECHO,Sedan,2003,108,11575,9.33
Suzuki,Aerio,Wagon,2006,155,16599,9.34
Dodge,Challenger,Coupe,2017,375,40140,9.34
Ford,Explorer,"4dr SUV",2016,290,31050,9.34
Volkswagen,Rabbit,"2dr Hatchback",2007,150,16065,9.34
Volkswagen,Rabbit,"2dr Hatchback",2007,150,16065,9.34
Dodge,"Ram Cargo","Cargo Van",2001,175,18740,9.34
Ford,Ranger,"Extended Cab Pickup",2010,207,22155,9.34
Suzuki,Reno,"4dr Hatchback",2007,127,13599,9.34
GMC,Sonoma,"Extended Cab Pickup",2003,190,20320,9.35
Toyota,Tacoma,"Crew Cab Pickup",2017,278,29735,9.35
Pontiac,G6,Sedan,2008,252,26960,9.35
Hyundai,"Genesis Coupe",Coupe,2014,274,29300,9.35
Dodge,Intrepid,Sedan,2004,200,21385,9.35
Mazda,"B-Series Truck","Extended Cab Pickup",2009,207,22150,9.35
Nissan,350Z,Coupe,2007,306,32700,9.36
Dodge,Caliber,Wagon,2010,158,16880,9.36
Infiniti,G35,Sedan,2008,306,32700,9.36
Mazda,Protege,Sedan,2001,130,13885,9.36
Dodge,"Ram Cargo","Cargo Van",2001,175,18695,9.36
Toyota,Tacoma,"Crew Cab Pickup",2017,278,29690,9.36
Toyota,Tundra,"Extended Cab Pickup",2015,381,40685,9.36
Toyota,Tundra,"Extended Cab Pickup",2015,381,40685,9.36
Chevrolet,S-10,"Extended Cab Pickup",2003,190,20270,9.37
Toyota,Tundra,"Extended Cab Pickup",2017,310,33070,9.37
Ford,F-150,"Extended Cab Pickup",2015,282,30090,9.37
Subaru,"Impreza WRX","4dr Hatchback",2013,265,28295,9.37
Subaru,"Impreza WRX",Sedan,2013,265,28295,9.37
Suzuki,Aerio,Sedan,2005,155,16549,9.37
Mazda,B-Series,"Extended Cab Pickup",2001,207,22085,9.37
Chevrolet,Colorado,"Extended Cab Pickup",2012,185,19730,9.38
Suzuki,Equator,"Crew Cab Pickup",2010,261,27825,9.38
Ford,Escort,Coupe,2002,130,13860,9.38
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,292,31145,9.38
Ford,"Explorer Sport Trac","Crew Cab Pickup",2009,292,31145,9.38
Toyota,"FJ Cruiser","4dr SUV",2012,260,27705,9.38
Pontiac,"Grand Prix",Sedan,2006,200,21330,9.38
Nissan,Pathfinder,"4dr SUV",2017,284,30290,9.38
Chevrolet,"Silverado 1500 Classic","Crew Cab Pickup",2007,295,31465,9.38
Pontiac,Sunfire,Coupe,2003,140,14930,9.38
Pontiac,Sunfire,Coupe,2004,140,14930,9.38
Mazda,Truck,"Regular Cab Pickup",2002,147,15670,9.38
Chrysler,"PT Cruiser",Wagon,2008,150,15970,9.39
GMC,"Sierra 1500 Classic","Crew Cab Pickup",2007,285,30340,9.39
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,30345,9.39
Pontiac,Torrent,"4dr SUV",2008,264,28120,9.39
Toyota,"FJ Cruiser","4dr SUV",2014,260,27680,9.39
Pontiac,G5,Coupe,2007,173,18425,9.39
Mazda,"B-Series Truck","Extended Cab Pickup",2007,207,22045,9.39
Mazda,"B-Series Truck","Extended Cab Pickup",2008,207,22045,9.39
Dodge,Challenger,Coupe,2017,375,39890,9.4
Mazda,CX-7,"4dr SUV",2010,244,25950,9.4
Dodge,Dakota,"Crew Cab Pickup",2008,302,32135,9.4
Chevrolet,S-10,"Extended Cab Pickup",2002,190,20209,9.4
GMC,"Sierra 1500 Classic","Regular Cab Pickup",2007,195,20750,9.4
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,295,31375,9.4
Toyota,Tundra,"Crew Cab Pickup",2016,381,40535,9.4
Toyota,Tundra,"Crew Cab Pickup",2016,381,40535,9.4
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2009,310,32945,9.41
GMC,"Sierra 1500 Classic","Regular Cab Pickup",2007,195,20715,9.41
Chevrolet,Cobalt,Sedan,2010,155,16470,9.41
Chevrolet,Cobalt,Coupe,2010,155,16470,9.41
Dodge,Dart,Sedan,2016,160,16995,9.41
GMC,"Envoy XL","4dr SUV",2006,291,30910,9.41
Chrysler,Pacifica,"Passenger Minivan",2017,287,30495,9.41
Subaru,WRX,Sedan,2015,268,28495,9.41
Suzuki,XL7,"4dr SUV",2007,252,26749,9.42
Suzuki,XL7,"4dr SUV",2008,252,26749,9.42
Nissan,Xterra,"4dr SUV",2015,261,27720,9.42
Hyundai,Accent,Sedan,2014,138,14645,9.42
Chevrolet,Camaro,Convertible,2016,455,48300,9.42
Dodge,Charger,Sedan,2015,292,30995,9.42
Chevrolet,Cobalt,Coupe,2009,155,16460,9.42
Chevrolet,Cobalt,Sedan,2009,155,16460,9.42
Chevrolet,Colorado,"Crew Cab Pickup",2015,305,32385,9.42
Hyundai,"Santa Fe","4dr SUV",2017,290,30800,9.42
Kia,Sorento,"4dr SUV",2017,290,30790,9.42
Toyota,Tacoma,"Crew Cab Pickup",2015,236,25060,9.42
Pontiac,G6,Coupe,2008,252,26755,9.42
Ford,Mustang,Coupe,2015,435,46170,9.42
Dodge,Journey,"4dr SUV",2015,283,29995,9.43
Toyota,"Camry Solara",Coupe,2007,210,22260,9.43
Mitsubishi,Eclipse,"2dr Hatchback",2010,265,28089,9.43
Infiniti,QX50,"4dr SUV",2016,325,34450,9.43
Infiniti,QX50,"4dr SUV",2017,325,34450,9.43
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2009,390,41340,9.43
Chrysler,"Town and Country","Passenger Minivan",2015,283,29995,9.43
Chrysler,"Town and Country","Passenger Minivan",2016,283,29995,9.43
GMC,"Sierra 1500","Crew Cab Pickup",2016,355,37625,9.44
Nissan,Frontier,"Crew Cab Pickup",2017,261,27650,9.44
Pontiac,G5,Coupe,2008,148,15675,9.44
Dodge,Nitro,"4dr SUV",2009,210,22240,9.44
Dodge,Nitro,"4dr SUV",2011,210,22245,9.44
Hyundai,Veloster,"2dr Hatchback",2014,201,21300,9.44
Suzuki,XL7,"4dr SUV",2008,252,26699,9.44
Ford,Explorer,"4dr SUV",2015,290,30700,9.45
Nissan,Frontier,"Crew Cab Pickup",2015,261,27630,9.45
Volkswagen,Golf,"2dr Hatchback",2015,170,17995,9.45
Dodge,Intrepid,Sedan,2003,200,21155,9.45
GMC,Envoy,"4dr SUV",2007,291,30770,9.46
GMC,Envoy,"4dr SUV",2008,285,30115,9.46
Chevrolet,"Express Cargo","Cargo Van",2014,310,32760,9.46
Infiniti,G37,Coupe,2008,330,34900,9.46
Hyundai,Genesis,Sedan,2014,333,35200,9.46
Kia,Rondo,Wagon,2009,175,18495,9.46
GMC,"Savana Cargo","Cargo Van",2014,310,32760,9.46
Chevrolet,"Silverado 1500","Extended Cab Pickup",2015,285,30130,9.46
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2009,310,32750,9.47
Suzuki,Reno,"4dr Hatchback",2006,126,13299,9.47
Suzuki,SX4,Sedan,2013,150,15845,9.47
Suzuki,XL7,"4dr SUV",2008,252,26599,9.47
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,31115,9.48
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,37430,9.48
Kia,Spectra,Sedan,2009,138,14550,9.48
Pontiac,G6,Coupe,2008,219,23100,9.48
Pontiac,G6,Sedan,2008,219,23100,9.48
Suzuki,Aerio,Wagon,2005,155,16349,9.48
Dodge,Charger,Sedan,2017,485,51145,9.48
Dodge,Dart,Sedan,2016,184,19395,9.49
Ford,Ranger,"Extended Cab Pickup",2009,207,21810,9.49
Chevrolet,"Silverado 1500","Regular Cab Pickup",2015,285,30045,9.49
Ford,"Windstar Cargo","Cargo Minivan",2003,200,21075,9.49
Infiniti,"G Sedan",Sedan,2013,328,34550,9.49
Infiniti,G35,Sedan,2007,306,32250,9.49
Infiniti,G35,Sedan,2008,306,32250,9.49
Dodge,Nitro,"4dr SUV",2010,260,27410,9.49
Dodge,Journey,"4dr SUV",2016,283,29795,9.5
Dodge,Journey,"4dr SUV",2017,283,29795,9.5
Mazda,Protege,Sedan,2003,130,13680,9.5
Honda,Ridgeline,"Crew Cab Pickup",2017,280,29475,9.5
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,30000,9.5
Toyota,Tacoma,"Crew Cab Pickup",2016,278,29275,9.5
Chevrolet,Uplander,"Cargo Minivan",2006,201,21150,9.5
Chevrolet,Camaro,Convertible,2017,455,47905,9.5
Suzuki,Aerio,Sedan,2007,155,16299,9.51
Dodge,Charger,Sedan,2016,485,50995,9.51
Chevrolet,Colorado,"Crew Cab Pickup",2015,305,32085,9.51
Dodge,Durango,"4dr SUV",2015,290,30495,9.51
Chevrolet,"Silverado 1500 Classic","Regular Cab Pickup",2007,195,20515,9.51
Chevrolet,"Silverado 1500 Classic","Crew Cab Pickup",2007,285,29980,9.51
Kia,Sorento,"4dr SUV",2016,290,30500,9.51
Ford,F-150,"Crew Cab Pickup",2016,325,34165,9.51
Ford,F-150,"Crew Cab Pickup",2017,325,34165,9.51
Pontiac,G8,Sedan,2008,256,26910,9.51
Infiniti,"G37 Sedan",Sedan,2010,328,34450,9.52
Buick,Rainier,"4dr SUV",2006,291,30580,9.52
Dodge,"Ram Cargo","Cargo Van",2003,225,23645,9.52
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,345,36230,9.52
Nissan,370Z,Coupe,2015,332,34870,9.52
Nissan,370Z,Coupe,2016,332,34870,9.52
Nissan,370Z,Coupe,2017,332,34870,9.52
Mazda,B-Series,"Regular Cab Pickup",2001,140,14695,9.53
GMC,Canyon,"Extended Cab Pickup",2015,200,20995,9.53
Dodge,Dakota,"Extended Cab Pickup",2008,210,22030,9.53
Dodge,Dakota,"Extended Cab Pickup",2008,210,22030,9.53
Toyota,"FJ Cruiser","4dr SUV",2012,260,27295,9.53
Ford,Focus,Sedan,2017,160,16775,9.54
Chevrolet,"Malibu Maxx","4dr Hatchback",2005,200,20965,9.54
Dodge,Nitro,"4dr SUV",2011,260,27245,9.54
GMC,Canyon,"Extended Cab Pickup",2016,200,20955,9.54
Hyundai,"Santa Fe","4dr SUV",2016,290,30400,9.54
GMC,"Sierra 1500 Classic","Crew Cab Pickup",2007,295,30930,9.54
Chevrolet,TrailBlazer,"4dr SUV",2008,285,29880,9.54
Toyota,Tundra,"Crew Cab Pickup",2015,310,32480,9.54
Nissan,Xterra,"4dr SUV",2014,261,27350,9.54
Chrysler,200,Sedan,2017,295,30900,9.55
Chevrolet,Camaro,Convertible,2015,580,60705,9.55
Nissan,Frontier,"Extended Cab Pickup",2017,261,27320,9.55
Infiniti,G35,Sedan,2006,298,31200,9.55
Oldsmobile,Intrigue,Sedan,2001,215,22515,9.55
Ford,Ranger,"Extended Cab Pickup",2009,207,21675,9.55
GMC,"Sierra 1500HD","Crew Cab Pickup",2006,300,31405,9.55
Chevrolet,SS,Sedan,2014,415,43475,9.55
GMC,Canyon,"Regular Cab Pickup",2012,242,25305,9.56
Ford,Flex,Wagon,2017,287,30025,9.56
Kia,Forte,"4dr Hatchback",2016,173,18090,9.56
Volkswagen,Passat,Sedan,2017,280,29295,9.56
Ford,"Explorer Sport","2dr SUV",2002,203,21220,9.57
Dodge,Neon,Sedan,2005,132,13800,9.57
Kia,Sedona,"Passenger Minivan",2017,276,28850,9.57
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,30825,9.57
Chevrolet,TrailBlazer,"4dr SUV",2008,285,29780,9.57
Chrysler,200,Sedan,2015,295,30825,9.57
Suzuki,Aerio,Wagon,2006,155,16199,9.57
Suzuki,Aerio,Sedan,2007,155,16199,9.57
Chevrolet,Cavalier,Sedan,2005,140,14610,9.58
Kia,Forte,"4dr Hatchback",2016,201,20990,9.58
Nissan,Frontier,"Extended Cab Pickup",2015,261,27240,9.58
Infiniti,G37,Sedan,2009,328,34250,9.58
Pontiac,Vibe,"4dr Hatchback",2009,158,16495,9.58
Dodge,"Ram Pickup 1500","Regular Cab Pickup",2008,215,22435,9.58
Nissan,Titan,"Crew Cab Pickup",2017,390,40700,9.58
Chevrolet,"Silverado 1500 Classic","Extended Cab Pickup",2007,295,30755,9.59
Infiniti,G35,Sedan,2007,306,31900,9.59
Chevrolet,Malibu,Sedan,2015,259,27005,9.59
GMC,"Sierra 1500 Classic","Regular Cab Pickup",2007,195,20310,9.6
Toyota,ECHO,Coupe,2005,108,11255,9.6
Dodge,Durango,"4dr SUV",2016,293,30495,9.61
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,36940,9.61
Dodge,Stratus,Sedan,2004,200,20820,9.61
Ford,F-150,"Extended Cab Pickup",2016,385,40070,9.61
Ford,F-150,"Extended Cab Pickup",2017,385,40070,9.61
Dodge,Intrepid,Sedan,2002,200,20810,9.61
Toyota,"FJ Cruiser","4dr SUV",2013,260,27030,9.62
Kia,Forte,"4dr Hatchback",2015,201,20890,9.62
Dodge,"Ram Pickup 1500","Regular Cab Pickup",2009,210,21820,9.62
Chevrolet,S-10,"Extended Cab Pickup",2002,190,19757,9.62
Hyundai,"Santa Fe","4dr SUV",2015,290,30150,9.62
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,30675,9.62
Chevrolet,Sonic,Sedan,2016,138,14345,9.62
Ford,"Taurus X",Wagon,2008,260,27030,9.62
Dodge,Challenger,Coupe,2016,375,38995,9.62
Suzuki,XL7,"4dr SUV",2007,252,26199,9.62
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2010,390,40495,9.63
Dodge,"Ram Wagon","Passenger Van",2001,225,23360,9.63
Kia,Rondo,Wagon,2007,182,18895,9.63
Kia,Rondo,Wagon,2008,182,18895,9.63
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,29610,9.63
Chevrolet,"TrailBlazer EXT","4dr SUV",2006,291,30230,9.63
Chevrolet,TrailBlazer,"4dr SUV",2007,291,30210,9.63
Toyota,Tundra,"Extended Cab Pickup",2016,310,32190,9.63
Dodge,"Grand Caravan","Passenger Minivan",2016,283,29395,9.63
Dodge,"Grand Caravan","Passenger Minivan",2017,283,29395,9.63
Suzuki,Aerio,Sedan,2006,155,16099,9.63
Toyota,"Camry Solara",Coupe,2006,225,23355,9.63
Chevrolet,Colorado,"Crew Cab Pickup",2016,305,31670,9.63
Dodge,Dakota,"Crew Cab Pickup",2010,302,31365,9.63
Mazda,B-Series,"Regular Cab Pickup",2001,119,12345,9.64
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2008,310,32155,9.64
GMC,"Savana Cargo","Cargo Van",2015,285,29555,9.64
Toyota,Tacoma,"Crew Cab Pickup",2016,278,28845,9.64
Chevrolet,"Silverado 1500 Classic","Crew Cab Pickup",2007,295,30570,9.65
Chevrolet,TrailBlazer,"4dr SUV",2008,285,29535,9.65
Toyota,Tundra,"Crew Cab Pickup",2015,381,39500,9.65
Nissan,Altima,Sedan,2016,270,27990,9.65
Nissan,Altima,Sedan,2017,270,27990,9.65
Dodge,Charger,Sedan,2016,292,30245,9.65
Dodge,Charger,Sedan,2017,292,30245,9.65
Ford,"Explorer Sport","2dr SUV",2001,203,21035,9.65
Ford,F-150,"Crew Cab Pickup",2015,325,33655,9.66
Pontiac,Firebird,Convertible,2002,310,32095,9.66
Infiniti,Q40,Sedan,2015,328,33950,9.66
Dodge,"Ram Pickup 1500","Crew Cab Pickup",2010,310,32085,9.66
GMC,"Sierra 1500 Classic","Extended Cab Pickup",2007,295,30550,9.66
Chevrolet,"Silverado 1500","Regular Cab Pickup",2016,285,29510,9.66
GMC,Sonoma,"Extended Cab Pickup",2002,190,19675,9.66
Suzuki,Aerio,Sedan,2005,155,16049,9.66
GMC,Canyon,"Extended Cab Pickup",2016,305,31540,9.67
Dodge,Challenger,Coupe,2015,375,38795,9.67
Buick,LaCrosse,Sedan,2017,310,32065,9.67
Volkswagen,Rabbit,"4dr Hatchback",2008,170,17575,9.67
Volkswagen,Rabbit,"4dr Hatchback",2008,170,17575,9.67
Ford,Taurus,Sedan,2017,288,29775,9.67
